Enron,default,LRC,val,AUC,[0.5996694214876033]
Enron,default,LRC,test,AUC,[0.5345454545454545]
Enron,default,LRC,val,AUC,[0.6191735537190082]
Enron,default,LRC,test,AUC,[0.5467768595041322]
Enron,default,LRC,val,AUC,[0.5894214876033057]
Enron,default,LRC,test,AUC,[0.6089256198347107]
Enron,default,LRC,val,AUC,[0.5976859504132231]
Enron,default,LRC,test,AUC,[0.5712396694214876]
Enron,default,LRC,val,AUC,[0.6009917355371901]
Enron,default,LRC,test,AUC,[0.5983471074380164]
Enron,default,LRC,val,AUC,[0.5963636363636362]
Enron,default,LRC,test,AUC,[0.6000000000000001]
Enron,default,LRC,val,AUC,[0.6185123966942148]
Enron,default,LRC,test,AUC,[0.5649586776859503]
Enron,default,LRC,val,AUC,[0.8964474678760392]
Enron,default,LRC,test,AUC,[0.8987150415721844]
Enron,default,LRC,val,AUC,[0.8667455621301775]
Enron,default,LRC,test,AUC,[0.9055621301775147]
Enron,default,LRC,val,AUC,[0.7361187250371994]
Enron,default,LRC,test,AUC,[0.7085128044482732]
Enron,default,LRC,val,AUC,[0.7311555594375055]
Enron,default,LRC,test,AUC,[0.6731155559437505]
Enron,default,LRC,val,AUC,[0.7418770198270592]
Enron,default,LRC,test,AUC,[0.6836623285876496]
Enron,default,LRC,val,AUC,[0.6373553719008265]
Enron,default,LRC,test,AUC,[0.5761983471074379]
Enron,default,LRC,val,AUC,[0.6188429752066116]
Enron,default,LRC,test,AUC,[0.5844628099173553]
Enron,default,LRC,val,AUC,[0.6033057851239669]
Enron,default,LRC,test,AUC,[0.5447933884297521]
Enron,default,LRC,val,AUC,[0.6013223140495867]
Enron,default,LRC,test,AUC,[0.5348760330578513]
Enron,default,LRC,val,AUC,[0.6049586776859505]
Enron,default,LRC,test,AUC,[0.5573553719008264]
