Enron,default,LRC,val,AUC,[0.6945192020163184]
Enron,default,LRC,test,AUC,[0.6211286257422358]
Enron,default,LRC,val,AUC,[0.6130193905817175]
Enron,default,LRC,test,AUC,[0.589584487534626]
Enron,default,LRC,val,AUC,[0.6537162162162162]
Enron,default,LRC,test,AUC,[0.5999589116143169]
Enron,default,LRC,val,AUC,[0.650249895876718]
Enron,default,LRC,test,AUC,[0.6884110787172011]
Enron,default,LRC,val,AUC,[0.7938327032136107]
Enron,default,LRC,test,AUC,[0.6409499054820416]
Enron,default,LRC,val,AUC,[0.7861442709927557]
Enron,default,LRC,test,AUC,[0.6693194571982451]
Enron,default,LRC,val,AUC,[0.8302469135802469]
Enron,default,LRC,test,AUC,[0.8400848765432098]
Enron,default,LRC,val,AUC,[0.8551423324150598]
Enron,default,LRC,test,AUC,[0.8900367309458218]
Enron,default,LRC,val,AUC,[0.8758034894398531]
Enron,default,LRC,test,AUC,[0.8854453627180899]
Enron,default,LRC,val,AUC,[0.9083515175560406]
Enron,default,LRC,test,AUC,[0.8805792501487799]
Enron,default,LRC,val,AUC,[0.7497577854671279]
Enron,default,LRC,test,AUC,[0.7929411764705883]
Enron,default,LRC,val,AUC,[0.7709120982986768]
Enron,default,LRC,test,AUC,[0.7142013232514178]
