Enron,default,LRC,val,AUC,[0.8094802621551592]
Enron,default,LRC,test,AUC,[0.773814967230605]
Enron,default,LRC,val,AUC,[0.8570414201183432]
Enron,default,LRC,test,AUC,[0.861301775147929]
Enron,default,LRC,val,AUC,[0.756032]
Enron,default,LRC,test,AUC,[0.6722560000000001]
Enron,default,LRC,val,AUC,[0.80921875]
Enron,default,LRC,test,AUC,[0.80921875]
Enron,default,LRC,val,AUC,[0.7230010180906884]
Enron,default,LRC,test,AUC,[0.6800062651734669]
Enron,default,LRC,val,AUC,[0.863684099978996]
Enron,default,LRC,test,AUC,[0.9077924805713085]
Enron,default,LRC,val,AUC,[0.758888888888889]
Enron,default,LRC,test,AUC,[0.65]
Enron,default,LRC,val,AUC,[0.7287244897959184]
Enron,default,LRC,test,AUC,[0.6603061224489796]
