Enron,default,LRC,val,AUC,[0.8679716784673053]
Enron,default,LRC,test,AUC,[0.8896293211162015]
Enron,default,LRC,val,AUC,[0.8567708333333333]
Enron,default,LRC,test,AUC,[0.7795138888888888]
Enron,default,LRC,val,AUC,[0.7200413223140496]
Enron,default,LRC,test,AUC,[0.7209452479338841]
Enron,default,LRC,val,AUC,[0.8733860891295294]
Enron,default,LRC,test,AUC,[0.8862973760932944]
Enron,default,LRC,val,AUC,[0.8596]
Enron,default,LRC,test,AUC,[0.8232]
Enron,default,LRC,val,AUC,[0.846314035818409]
Enron,default,LRC,test,AUC,[0.8962932111620158]
Enron,default,LRC,val,AUC,[0.8271604938271606]
Enron,default,LRC,test,AUC,[0.8299039780521262]
Enron,default,LRC,val,AUC,[0.81657848324515]
Enron,default,LRC,test,AUC,[0.6797682035777274]
Enron,default,LRC,val,AUC,[0.7761354474603601]
Enron,default,LRC,test,AUC,[0.7137866165009406]
Enron,default,LRC,val,AUC,[0.718879132231405]
Enron,default,LRC,test,AUC,[0.7178460743801652]
