Enron,default,LRC,val,AUC,[0.6016528925619834]
Enron,default,LRC,test,AUC,[0.579504132231405]
Enron,default,LRC,val,AUC,[0.5920661157024794]
Enron,default,LRC,test,AUC,[0.5811570247933884]
Enron,default,LRC,val,AUC,[0.6009917355371901]
Enron,default,LRC,test,AUC,[0.5444628099173553]
Enron,default,LRC,val,AUC,[0.9770408163265306]
Enron,default,LRC,test,AUC,[0.8622448979591837]
Enron,default,LRC,val,AUC,[0.971938775510204]
Enron,default,LRC,test,AUC,[0.8673469387755102]
Enron,default,LRC,val,AUC,[0.6887755102040817]
Enron,default,LRC,test,AUC,[0.45408163265306123]
Enron,default,LRC,val,AUC,[0.6836734693877552]
Enron,default,LRC,test,AUC,[0.45408163265306123]
Enron,default,LRC,val,AUC,[0.6168595041322313]
Enron,default,LRC,test,AUC,[0.5507438016528926]
